Route,Airline,FlightNum,Aircraft,Date,Time,Latitude,Longitude,Course,Kts,mph,feet,Rate,Reporting Facility
TLV - ADB,Pegasus Airlines,PC812,A320,18/07/2023,Tue 01:56:36 PM,32.2866,33.7981,← 305°,408,470,"23,650","1,790",FlightAware MLAT (7 sites)
TLV - ADB,Pegasus Airlines,PC812,A320,18/07/2023,Tue 01:57:06 PM,32.3184,33.7436,← 305°,414,476,"24,400","1,795",FlightAware MLAT (7 sites)
TLV - ADB,Pegasus Airlines,PC812,A320,18/07/2023,Tue 01:57:37 PM,32.3526,33.6859,← 305°,414,476,"25,475","2,016",FlightAware MLAT (8 sites)
TLV - ADB,Pegasus Airlines,PC812,A320,18/07/2023,Tue 01:58:07 PM,32.3864,33.6304,← 305°,418,481,"26,450","2,056",FlightAware MLAT (11 sites)
TLV - ADB,Pegasus Airlines,PC812,A320,18/07/2023,Tue 01:58:39 PM,32.4224,33.5707,← 305°,418,481,"27,600","1,547",FlightAware MLAT (8 sites)
TLV - ADB,Pegasus Airlines,PC812,A320,18/07/2023,Tue 01:59:11 PM,32.4579,33.5111,← 305°,426,490,"28,100",881,FlightAware MLAT (4 sites)
TLV - ADB,Pegasus Airlines,PC812,A320,18/07/2023,Tue 01:59:42 PM,32.4939,33.4518,← 305°,426,490,"28,525","1,082",FlightAware MLAT (9 sites)
TLV - ADB,Pegasus Airlines,PC812,A320,18/07/2023,Tue 02:00:12 PM,32.5282,33.3942,← 305°,430,495,"29,200","1,214",FlightAware MLAT (6 sites)
TLV - ADB,Pegasus Airlines,PC812,A320,18/07/2023,Tue 02:00:45 PM,32.5668,33.3299,← 305°,434,499,"29,800","1,315",FlightAware MLAT (6 sites)
TLV - ADB,Pegasus Airlines,PC812,A320,18/07/2023,Tue 02:01:17 PM,32.602,33.2674,← 305°,438,504,"30,625","1,406",FlightAware MLAT (5 sites)
TLV - ADB,Pegasus Airlines,PC812,A320,18/07/2023,Tue 02:01:49 PM,32.6414,33.2048,← 305°,442,509,"31,300",823,FlightAware MLAT (6 sites)
TLV - ADB,Pegasus Airlines,PC812,A320,18/07/2023,Tue 02:02:19 PM,32.6752,33.1446,← 305°,446,513,"31,475",625,FlightAware MLAT (5 sites)
TLV - ADB,Pegasus Airlines,PC812,A320,18/07/2023,Tue 02:02:49 PM,32.7117,33.084,← 305°,448,516,"31,925","1,131",FlightAware MLAT (10 sites)
TLV - ADB,Pegasus Airlines,PC812,A320,18/07/2023,Tue 02:03:20 PM,32.7477,33.0217,↓ 174°,478,550,"32,625","1,758",FlightAware MLAT (5 sites)
TLV - ADB,Pegasus Airlines,PC812,A320,18/07/2023,Tue 02:03:53 PM,32.7862,32.9539,← 305°,442,509,"33,800","1,289",FlightAware MLAT (5 sites)
TLV - ADB,Pegasus Airlines,PC812,A320,18/07/2023,Tue 02:04:24 PM,32.8226,32.8934,← 305°,440,506,"34,000",197,FlightAware MLAT (8 sites)
TLV - ADB,Pegasus Airlines,PC812,A320,18/07/2023,Tue 02:04:54 PM,32.8567,32.8329,← 305°,440,506,"34,000", ,FlightAware MLAT (9 sites)
TLV - ADB,Pegasus Airlines,PC812,A320,18/07/2023,Tue 02:05:24 PM,32.8926,32.7751,← 305°,442,509,"34,000", ,FlightAware MLAT (10 sites)
TLV - ADB,Pegasus Airlines,PC812,A320,18/07/2023,Tue 02:05:54 PM,32.9272,32.715,← 305°,440,506,"34,000", ,FlightAware MLAT (5 sites)
TLV - ADB,Pegasus Airlines,PC812,A320,18/07/2023,Tue 02:06:24 PM,32.9612,32.6546,← 305°,440,506,"34,000", ,FlightAware MLAT (9 sites)
